left_image_ID,right_image_ID,study_question,left_num,right_num,total
50f55e6cfdc9f065f0004c4d,50f5642efdc9f065f0006126,safer,4,1,5
513e210cfdc9f0358700a37a,51413dacfdc9f04926005db8,wealthier,5,0,5
50f60c4ebeb2fed9100002a0,513e6c90fdc9f0358700c1a6,livelier,1,4,5
513f2979fdc9f0358700d390,514133abfdc9f049260043af,livelier,5,0,5
513f28e4fdc9f0358700d289,5141346efdc9f04926004661,safer,5,0,5
50f445aafdc9f065f0003559,50f61683beb2fed910000986,wealthier,0,5,5
513f2947fdc9f0358700d330,5140cad6fdc9f04926002970,livelier,0,5,5
513d68f7fdc9f0358700456e,513e62ddfdc9f0358700b768,more depressing,0,5,5
513e2388fdc9f0358700a6a7,5140d30ffdc9f04926003371,more boring,3,2,5
50f46499fdc9f065f000485c,513cc5ccfdc9f035870018c3,more depressing,0,5,5
50f46498fdc9f065f0004815,513d77effdc9f03587005fcc,safer,0,5,5
50f5e897fdc9f065f00073b5,51413bedfdc9f04926005a7e,wealthier,4,1,5
513d8005fdc9f03587007683,513e5fbefdc9f0358700b2b4,wealthier,4,1,5
513d9b27fdc9f03587007901,51414851fdc9f04926006c7a,more boring,5,0,5
513d9af9fdc9f03587007871,514227bffdc9f049260086bd,safer,5,0,5
50f5e75efdc9f065f00070a1,513d67c5fdc9f03587004169,safer,4,1,5
513d6a47fdc9f03587004a01,513e1b1efdc9f035870093aa,wealthier,5,0,5
50f607d5beb2fed6f80002c5,5140da3efdc9f04926003d92,more beautiful,0,5,5
50f607d9beb2fed6f800030d,513d68cdfdc9f035870044d9,safer,0,5,5
50f607cfbeb2fed6f800024c,51409d77fdc9f049260012ff,livelier,0,5,5
50f607e4beb2fed6f80003d0,5140cf9afdc9f04926003162,more beautiful,0,5,5
50f607dabeb2fed6f8000323,513d6a0cfdc9f03587004932,safer,4,1,5
50f42c11fdc9f065f00017fd,513d9e94fdc9f0358700845f,more boring,5,0,5
50f55e35fdc9f065f0004b3f,51422c55fdc9f04926008b10,safer,4,1,5
50f55e6ffdc9f065f0004ca0,5141501cfdc9f04926007c77,safer,5,0,5
50f43babfdc9f065f00032ea,50f561fafdc9f065f0005800,more beautiful,2,3,5
50f44502fdc9f065f0003374,513e5df3fdc9f0358700af2d,livelier,0,5,5
513f2d83fdc9f0358700da5d,5140ce32fdc9f04926003013,wealthier,5,0,5
513f2ca7fdc9f0358700d8e3,5185cc65fdc9f03fd5000c22,more beautiful,4,1,5
513f2e38fdc9f0358700db90,51409806fdc9f04926000c19,more beautiful,0,5,5
513d60adfdc9f03587003d59,513e1ffbfdc9f0358700a0a6,livelier,5,0,5
51392cae818ede1296001227,513d9ee4fdc9f0358700856d,livelier,5,0,5
50f5e760fdc9f065f00070a9,51414e62fdc9f04926007829,livelier,2,3,5
513d9b54fdc9f035870079a2,513e64d4fdc9f0358700b8ad,safer,4,1,5
50f5e6cafdc9f065f0006e49,51392c1e818ede12960011fe,more beautiful,0,5,5
50f5e6fefdc9f065f0006eb7,50f5eb21fdc9f065f000801b,wealthier,2,3,5
513d9c5bfdc9f03587007cea,5141350afdc9f04926004897,more beautiful,0,5,5
513d9c6cfdc9f03587007d2a,513e1c73fdc9f03587009741,safer,4,1,5
513d9c7bfdc9f03587007d61,5140d510fdc9f0492600341d,safer,5,0,5
50f5e6c3fdc9f065f0006dae,51408baffdc9f0358700e9a1,wealthier,5,0,5
513d687dfdc9f035870043bb,5140da48fdc9f04926003da5,safer,2,3,5
513d688efdc9f035870043f6,51413fc7fdc9f0492600600e,safer,5,0,5
513d686cfdc9f03587004378,51408966fdc9f0358700e4e9,more beautiful,2,3,5
513d68a3fdc9f03587004447,5141418efdc9f049260061d7,safer,4,1,5
513e2110fdc9f0358700a388,51413daafdc9f04926005db7,safer,5,0,5
513e2249fdc9f0358700a533,513f2a9dfdc9f0358700d57c,livelier,1,4,5
513e2180fdc9f0358700a44e,5140b836fdc9f04926001bce,safer,0,5,5
50f55e08fdc9f065f00049f3,50f5eb6cfdc9f065f000830b,more depressing,0,5,5
513f2c0cfdc9f0358700d7e1,5185d397fdc9f03fd50012f3,safer,0,5,5
513f2c73fdc9f0358700d88c,51414ed3fdc9f0492600793a,more boring,4,1,5
50f61463beb2fed9100007af,5140b77ffdc9f04926001a02,safer,5,0,5
513d6849fdc9f03587004302,513d6a92fdc9f03587004acf,livelier,1,4,5
50f60c55beb2fed910000313,5140b674fdc9f04926001709,safer,1,4,5
50f60e72beb2fed910000649,513d680efdc9f03587004234,more depressing,1,4,5
50f61459beb2fed91000070a,514150f7fdc9f04926007e97,more boring,5,0,5
50f6145abeb2fed910000717,5140908efdc9f0492600030b,more depressing,0,5,5
513cb7b6fdc9f03587000b5d,513f2eb0fdc9f0358700dc67,safer,5,0,5
513d5f19fdc9f03587003b55,513d7a98fdc9f035870068b5,more boring,1,4,5
513cb306fdc9f035870006e8,513f2de4fdc9f0358700db03,livelier,0,5,5
513cb318fdc9f035870006fd,514090bcfdc9f04926000370,safer,5,0,5
513cb588fdc9f03587000951,514147b6fdc9f04926006afd,more depressing,5,0,5
513cb5b7fdc9f0358700097b,513f2ddffdc9f0358700dafa,wealthier,5,0,5
513f322efdc9f0358700e04c,51413fdefdc9f04926006023,livelier,0,5,5
50f43b74fdc9f065f0003104,514229b3fdc9f0492600888d,safer,0,5,5
50f43b90fdc9f065f0003218,50f5e872fdc9f065f00072db,safer,0,5,5
50f43baafdc9f065f00032ca,514133edfdc9f04926004494,more beautiful,5,0,5
50f43babfdc9f065f00032de,513cde80fdc9f035870020f1,more depressing,0,5,5
513f2f7bfdc9f0358700ddb2,5140b8cbfdc9f04926001d0e,safer,3,2,5
50f43b70fdc9f065f00030b9,513f2a8cfdc9f0358700d55e,livelier,0,5,5
513f30dafdc9f0358700df2d,5140c9b9fdc9f04926002601,more boring,5,0,5
513f3082fdc9f0358700dee4,51413b85fdc9f0492600599c,safer,0,5,5
513cb748fdc9f03587000afd,51414399fdc9f04926006407,safer,0,5,5
50f42c1dfdc9f065f0001956,513d5f0afdc9f03587003b44,livelier,1,4,5
5140d669fdc9f04926003657,5140d962fdc9f04926003bc6,livelier,5,0,5
50f5e646fdc9f065f0006bdd,5140901ffdc9f0492600021b,more boring,5,0,5
513d9cfcfdc9f03587007f10,51408c93fdc9f0358700eb5c,livelier,4,1,5
513d9d33fdc9f03587007fbe,5140b9cbfdc9f04926001f09,livelier,5,0,5
513d9d35fdc9f03587007fc3,51409e0ffdc9f049260013b9,more boring,5,0,5
513d5e67fdc9f03587003a6b,513d603cfdc9f03587003cc0,livelier,5,0,5
50f43ba4fdc9f065f0003266,513e1ae3fdc9f0358700930f,safer,5,0,5
513d61e1fdc9f03587003ed3,51414af8fdc9f04926007016,livelier,5,0,5
5139245c818ede1296000feb,5185cbb9fdc9f03fd5000b7d,safer,4,1,5
50f6167cbeb2fed910000914,513da138fdc9f03587008ab5,safer,5,0,5
513d61ebfdc9f03587003edf,513f148bfdc9f0358700cc71,safer,5,0,5
513d6823fdc9f03587004281,51409a34fdc9f04926000efa,safer,0,5,5
50f42c68fdc9f065f0001ba1,513d79bdfdc9f035870065c8,safer,0,5,5
5140ce62fdc9f0492600303d,5141452ffdc9f049260065aa,livelier,5,0,5
5140cfedfdc9f049260031b6,5185c34dfdc9f03fd5000a67,safer,0,5,5
513cbda8fdc9f035870010e0,513e60e0fdc9f0358700b477,safer,0,5,5
513cc0f0fdc9f03587001418,513d79c1fdc9f035870065d1,more boring,5,0,5
51408b40fdc9f0358700e8c1,5140db57fdc9f04926003ec5,livelier,4,1,5
50f43b6dfdc9f065f0003086,513cb8eafdc9f03587000c7f,safer,5,0,5
50f42efcfdc9f065f00024a2,50f5ed97fdc9f065f0008deb,more boring,5,0,5
51408b3afdc9f0358700e8b7,5140b6f4fdc9f0492600187b,wealthier,0,5,5
50f42efffdc9f065f000256b,513cbab0fdc9f03587000e19,more beautiful,0,5,5
513cbd2dfdc9f03587001068,5140c8e3fdc9f0492600238f,livelier,0,5,5
513d9dc6fdc9f035870081b9,513e6c5cfdc9f0358700c164,wealthier,1,4,5
513d9dd7fdc9f035870081ee,5140cd5afdc9f04926002f3a,livelier,1,4,5
50f5e566fdc9f065f0006847,5140c9cefdc9f04926002644,safer,4,1,5
50f5644ffdc9f065f000627f,51414ccefdc9f0492600740e,more boring,5,0,5
50f56450fdc9f065f0006291,513d79b7fdc9f035870065b5,more depressing,0,5,5
50f5e520fdc9f065f00066a7,513d7eaefdc9f0358700745f,wealthier,0,5,5
50f5e520fdc9f065f00066af,513d9b88fdc9f03587007a3e,more depressing,0,5,5
513e1f3dfdc9f03587009e93,51408c89fdc9f0358700eb49,livelier,4,1,5
50f42b82fdc9f065f000147d,50f42efcfdc9f065f00024c0,safer,0,5,5
513d5de0fdc9f03587003986,513f2a64fdc9f0358700d525,more boring,4,1,5
513d5e20fdc9f035870039f8,513d7a4efdc9f035870067a9,safer,0,5,5
513d5e32fdc9f03587003a1a,513d9a79fdc9f035870076d8,wealthier,0,5,5
50f5e5d2fdc9f065f0006a90,513cba5afdc9f03587000dd1,more depressing,0,5,5
50f5e582fdc9f065f0006935,513d7ca6fdc9f03587006f76,safer,5,0,5
513d9d69fdc9f03587008073,514145f9fdc9f049260066e1,safer,5,0,5
513d9d7efdc9f035870080bc,513e1b9efdc9f03587009506,safer,3,2,5
50f43b75fdc9f065f0003127,51409877fdc9f04926000cb5,safer,4,1,5
51408a7afdc9f0358700e728,5140b829fdc9f04926001bb2,safer,0,5,5
50f43aa8fdc9f065f0002ea6,50f5e87bfdc9f065f00072f0,wealthier,0,5,5
513cba3efdc9f03587000db7,51413460fdc9f0492600462d,more depressing,1,4,5
513cb974fdc9f03587000cfd,513e1beafdc9f035870095ce,safer,0,5,5
51413487fdc9f049260046ae,5142191ffdc9f049260081ec,livelier,5,0,5
514137c9fdc9f04926005052,51422798fdc9f0492600869a,livelier,3,2,5
514137d2fdc9f0492600507d,51421931fdc9f04926008200,safer,4,1,5
513d5aaffdc9f03587003425,5140cce8fdc9f04926002ecd,safer,5,0,5
513d5c4afdc9f035870036b9,5185d249fdc9f03fd50011b5,more boring,0,5,5
513cbfcefdc9f035870012f7,51408c42fdc9f0358700eabe,safer,0,5,5
513cbe70fdc9f0358700119f,5141351dfdc9f049260048ce,wealthier,0,5,5
50f4351afdc9f065f0002b0c,51409dc1fdc9f0492600135a,safer,3,2,5
50f4351bfdc9f065f0002b26,51408afdfdc9f0358700e83c,safer,0,5,5
514090befdc9f04926000378,51413c3bfdc9f04926005ae5,livelier,3,2,5
51409108fdc9f0492600040d,51413bbafdc9f04926005a1d,safer,5,0,5
513e1e89fdc9f03587009cbb,513f2de4fdc9f0358700db04,safer,5,0,5
50f43535fdc9f065f0002cd8,513d6a39fdc9f035870049ce,safer,5,0,5
50f439f0fdc9f065f0002d69,513e61c3fdc9f0358700b5ca,wealthier,0,5,5
513d57fefdc9f03587003271,5141409efdc9f049260060e1,livelier,0,5,5
513cc11afdc9f03587001447,513e6ad3fdc9f0358700bf57,livelier,5,0,5
513cc158fdc9f0358700147d,513d681dfdc9f03587004267,livelier,2,3,5
513cc290fdc9f035870015a6,51408f5cfdc9f049260000a2,livelier,0,5,5
513cc1f0fdc9f03587001507,51408c7efdc9f0358700eb35,safer,0,5,5
513d9df1fdc9f03587008246,51414cc9fdc9f04926007402,safer,1,4,5
50f5e528fdc9f065f0006706,51413a0dfdc9f049260055fa,more depressing,5,0,5
50f5e51efdc9f065f0006680,513f2fa9fdc9f0358700ddfd,safer,1,4,5
50f56410fdc9f065f00060ab,514147f1fdc9f04926006b94,safer,5,0,5
50f5644dfdc9f065f000624e,5140d7b8fdc9f0492600387e,wealthier,1,4,5
50f5644dfdc9f065f0006254,5141355ffdc9f049260049b0,wealthier,4,1,5
513e1e43fdc9f03587009bfb,5140c9befdc9f04926002615,safer,4,1,5
513e1e05fdc9f03587009b56,51413b91fdc9f049260059b8,safer,5,0,5
513cbc22fdc9f03587000f74,513d9f5ffdc9f03587008712,more depressing,3,2,5
513d5d56fdc9f03587003894,513f2cbffdc9f0358700d90d,wealthier,0,5,5
50f43b70fdc9f065f00030cf,513d7e6afdc9f035870073d2,wealthier,0,5,5
50f42c80fdc9f065f0001df9,50f5eba9fdc9f065f0008421,livelier,0,5,5
50f42c80fdc9f065f0001e02,50f5ed97fdc9f065f0008df3,more boring,1,4,5
50f42c7efdc9f065f0001d8e,513e1ec3fdc9f03587009d53,more beautiful,5,0,5
5140cae3fdc9f0492600299d,51413466fdc9f04926004641,safer,5,0,5
513d9ddafdc9f035870081f9,5141500efdc9f04926007c4e,safer,5,0,5
513e1d09fdc9f035870098cc,5140b727fdc9f04926001910,more beautiful,0,5,5
513d4c6cfdc9f03587002e2f,5185cccafdc9f03fd5000c88,safer,5,0,5
5140983cfdc9f04926000c66,5141444dfdc9f049260064b6,more beautiful,0,5,5
514093b9fdc9f049260007e9,5140ceb8fdc9f0492600308b,livelier,0,5,5
513d4f42fdc9f03587002e88,5141392afdc9f049260053cc,more depressing,5,0,5
51413b18fdc9f04926005895,51415024fdc9f04926007c89,more boring,5,0,5
514138edfdc9f04926005334,5185d529fdc9f03fd5001485,safer,0,5,5
513cc634fdc9f0358700191a,513cd2f6fdc9f03587001e7d,more boring,5,0,5
513d9f12fdc9f0358700860b,513f28e9fdc9f0358700d291,safer,1,4,5
50f42c53fdc9f065f0001af4,513e1e53fdc9f03587009c29,livelier,0,5,5
513d9f19fdc9f03587008628,5140d983fdc9f04926003c12,more boring,3,2,5
513d9f29fdc9f03587008659,513e626cfdc9f0358700b6bd,livelier,5,0,5
50f42c54fdc9f065f0001b33,513d9d38fdc9f03587007fcd,livelier,0,5,5
50f563f9fdc9f065f0005f54,513d697bfdc9f0358700474a,more beautiful,0,5,5
50f563d3fdc9f065f0005ef2,513d2ce3fdc9f03587002475,safer,0,5,5
50f563f9fdc9f065f0005f47,50f5ee93fdc9f065f0008e91,more depressing,5,0,5
513cc39efdc9f035870016b2,513d9c35fdc9f03587007c71,more boring,0,5,5
513cc3a8fdc9f035870016bf,51414529fdc9f049260065a1,livelier,5,0,5
513cc474fdc9f03587001781,5140d30ffdc9f04926003371,safer,0,5,5
5140b901fdc9f04926001d69,5140cac2fdc9f04926002930,more beautiful,0,5,5
513e1ea9fdc9f03587009d12,5140cad5fdc9f0492600296d,livelier,1,4,5
513e1ec7fdc9f03587009d5f,51408f12fdc9f04926000009,safer,5,0,5
50f560fafdc9f065f00053a4,50f5eb44fdc9f065f0008158,safer,0,5,5
513e1f03fdc9f03587009dff,513e1fd0fdc9f0358700a029,livelier,0,5,5
50f43525fdc9f065f0002ba2,50f5e87efdc9f065f0007338,safer,0,5,5
51409314fdc9f0492600073e,5140b67dfdc9f04926001728,livelier,0,5,5
50f43527fdc9f065f0002bc8,50f5e647fdc9f065f0006c0c,safer,0,5,5
513d5709fdc9f035870030c4,513e1ee3fdc9f03587009dad,safer,0,5,5
513d571dfdc9f035870030e5,513e1e96fdc9f03587009cdd,safer,5,0,5
513d5739fdc9f03587003119,513e23abfdc9f0358700a6d3,livelier,1,4,5
513cc386fdc9f0358700169a,514133ecfdc9f0492600448f,more depressing,0,5,5
513cc388fdc9f0358700169b,5140b686fdc9f0492600174c,safer,0,5,5
513e1ba5fdc9f03587009517,51408ac5fdc9f0358700e7c0,safer,5,0,5
50f5625ffdc9f065f000599d,51413c64fdc9f04926005b14,safer,5,0,5
513d31d4fdc9f03587002839,513d5073fdc9f03587002eaa,wealthier,5,0,5
50f42b50fdc9f065f00012cd,513e6106fdc9f0358700b4b3,safer,0,5,5
50f42b52fdc9f065f0001348,50f433cefdc9f065f00026bc,livelier,0,5,5
50f42b51fdc9f065f0001312,513cbeeefdc9f03587001213,safer,0,5,5
513d3180fdc9f035870027f9,513d79c6fdc9f035870065e8,more boring,0,5,5
50f433cefdc9f065f00026c7,50f607e1beb2fed6f8000388,more boring,5,0,5
50f56267fdc9f065f0005a0b,50f5e8a9fdc9f065f0007485,livelier,5,0,5
50f56268fdc9f065f0005a2f,513cb2fafdc9f035870006dc,more depressing,0,5,5
50f56267fdc9f065f0005a06,51409cb6fdc9f04926001218,more depressing,5,0,5
50f562dafdc9f065f0005ace,50f5e87efdc9f065f0007338,livelier,5,0,5
50f56269fdc9f065f0005a5f,51414608fdc9f049260066fe,livelier,5,0,5
50f56205fdc9f065f00058f2,513cba22fdc9f03587000d9d,safer,5,0,5
513e1bbcfdc9f03587009555,51413471fdc9f0492600466b,more beautiful,0,5,5
513e1bd2fdc9f0358700958a,51413982fdc9f049260054a6,livelier,4,1,5
50f561f2fdc9f065f00057a2,513e22edfdc9f0358700a5fc,wealthier,0,5,5
50f5619afdc9f065f00055c0,513d60c8fdc9f03587003d79,safer,0,5,5
513e1ca0fdc9f035870097b6,51414e9cfdc9f049260078bc,more beautiful,0,5,5
513e1cb5fdc9f035870097e6,51409013fdc9f04926000204,wealthier,0,5,5
50f56360fdc9f065f0005cd3,50f5ec38fdc9f065f0008817,wealthier,0,5,5
50f56364fdc9f065f0005d4d,51414d5afdc9f0492600757f,livelier,5,0,5
50f56361fdc9f065f0005cf9,50f5eac7fdc9f065f0007cc0,livelier,5,0,5
513e1a33fdc9f03587009144,51414408fdc9f04926006472,safer,5,0,5
50f433c2fdc9f065f0002625,50f5e640fdc9f065f0006bd3,livelier,5,0,5
50f433d1fdc9f065f0002709,513d9daefdc9f0358700816e,livelier,5,0,5
513cdbecfdc9f03587002061,5141507ffdc9f04926007d79,more depressing,2,3,5
513cdc0efdc9f0358700206b,513ce74bfdc9f0358700229c,livelier,0,5,5
513d34c8fdc9f03587002a66,513d78effdc9f03587006330,more depressing,4,1,5
513d34d4fdc9f03587002a6d,513d9fc6fdc9f03587008803,more depressing,3,2,5
513cdb98fdc9f0358700204e,51409e51fdc9f0492600140b,livelier,5,0,5
513cdf61fdc9f03587002125,5140cbf8fdc9f04926002cb6,safer,5,0,5
513e606dfdc9f0358700b3c1,5141341cfdc9f0492600452c,more boring,5,0,5
513e62b6fdc9f0358700b72d,51409e04fdc9f049260013ac,safer,5,0,5
513e6420fdc9f0358700b7af,5185d2bdfdc9f03fd5001225,more boring,0,5,5
50f42c09fdc9f065f0001752,51408934fdc9f0358700e480,more boring,0,5,5
513d7a49fdc9f03587006797,513e1bc9fdc9f03587009574,safer,5,0,5
50f42c0dfdc9f065f00017a8,5141359bfdc9f04926004a7d,more beautiful,4,1,5
50f5eb67fdc9f065f00082a0,513cb999fdc9f03587000d21,safer,4,1,5
50f5eb69fdc9f065f00082c5,513d7cdbfdc9f03587007027,more beautiful,0,5,5
513e1c82fdc9f0358700976a,51414d8afdc9f049260075fe,safer,5,0,5
51414d92fdc9f04926007612,5185cc88fdc9f03fd5000c42,more depressing,5,0,5
513d2cfafdc9f03587002482,513d7875fdc9f0358700618d,more boring,0,5,5
513d2d12fdc9f03587002493,51413c8cfdc9f04926005b47,safer,0,5,5
513d2f43fdc9f03587002638,51413ae2fdc9f04926005809,more boring,5,0,5
513d2f57fdc9f03587002643,5185d2c1fdc9f03fd500122a,livelier,0,5,5
513d3026fdc9f035870026e9,513d9ed8fdc9f0358700853f,livelier,0,5,5
513e60b4fdc9f0358700b42f,5140d733fdc9f04926003780,more beautiful,5,0,5
513d3426fdc9f035870029ec,5140b6cffdc9f0492600181d,safer,0,5,5
513ceb01fdc9f03587002358,51413a16fdc9f0492600560e,more beautiful,1,4,5
513d33d8fdc9f035870029b4,513e1ae7fdc9f0358700931b,safer,5,0,5
50f56258fdc9f065f0005936,5185cf00fdc9f03fd5000eb7,livelier,5,0,5
50f5625ffdc9f065f0005995,514141c9fdc9f04926006214,livelier,1,4,5
513e1c43fdc9f035870096c5,513e61a5fdc9f0358700b59e,wealthier,5,0,5
513e1c3ffdc9f035870096b7,514135b3fdc9f04926004adf,safer,1,4,5
50f561cbfdc9f065f000572d,513cec09fdc9f0358700238e,safer,4,1,5
5140b71bfdc9f049260018f0,514133fffdc9f049260044d2,safer,4,1,5
50e5f7d9d7c3df413b0005a8,50f5e51dfdc9f065f0006670,livelier,5,0,5
5140b775fdc9f049260019e4,5141347afdc9f0492600468a,more depressing,0,5,5
5140b7adfdc9f04926001a89,514226f1fdc9f049260085f5,livelier,5,0,5
51421849fdc9f0492600810d,51422d48fdc9f04926008bfc,livelier,0,5,5
51421c15fdc9f0492600850b,51421c65fdc9f0492600855c,more depressing,5,0,5
50f3981ffdc9f065f0000e0a,513d7d1efdc9f035870070f4,livelier,5,0,5
513ce719fdc9f0358700228c,5140b959fdc9f04926001e23,livelier,0,5,5
50e748e5d7c3df413b0013ef,513e6f6afdc9f0358700c580,livelier,4,0,4
51414be8fdc9f049260071d0,51422c7dfdc9f04926008b35,more boring,4,0,4
51414e18fdc9f04926007767,5185cde7fdc9f03fd5000daa,safer,4,0,4
513d2da2fdc9f03587002502,5141363ffdc9f04926004c17,more depressing,0,4,4
513d2cd6fdc9f03587002468,51414d41fdc9f04926007540,safer,0,4,4
50f561cbfdc9f065f0005722,513d7c1efdc9f03587006db7,livelier,0,4,4
50e748e4d7c3df413b0013cc,513d7906fdc9f0358700637b,more depressing,4,0,4
50f5625ffdc9f065f0005984,50f5eb62fdc9f065f0008236,safer,4,0,4
50f5625ffdc9f065f0005982,513d9ad9fdc9f03587007811,safer,4,0,4
50f56267fdc9f065f00059d8,50f5e87afdc9f065f00072e0,more boring,0,4,4
513d31f8fdc9f03587002856,513e1c30fdc9f03587009693,more beautiful,4,0,4
513cddb0fdc9f035870020c7,513d9aa1fdc9f0358700774d,safer,1,3,4
50e748e5d7c3df413b0013e3,5141408cfdc9f049260060d4,safer,4,0,4
513ce0bbfdc9f0358700216a,513d9e16fdc9f035870082be,livelier,0,4,4
513cdcb4fdc9f0358700208e,514099e3fdc9f04926000e91,more depressing,0,4,4
513cdceefdc9f03587002099,513d69ecfdc9f035870048cd,more depressing,0,4,4
51409dabfdc9f0492600133d,51422af0fdc9f049260089bf,safer,4,0,4
513d344efdc9f03587002a0a,51408f49fdc9f04926000072,safer,0,4,4
50f562e3fdc9f065f0005b80,513e5feffdc9f0358700b2fb,more depressing,0,4,4
513e1ac3fdc9f035870092c2,5185cb2efdc9f03fd5000af1,livelier,0,4,4
513e1a5bfdc9f035870091b2,5140cc77fdc9f04926002de0,wealthier,4,0,4
513e1a79fdc9f03587009202,51409ad2fdc9f04926000fc6,more beautiful,4,0,4
50f56364fdc9f065f0005d4b,5185cd8ffdc9f03fd5000d4e,safer,0,4,4
513d3385fdc9f03587002978,513d5e8efdc9f03587003aa2,more boring,4,0,4
513ceb3dfdc9f03587002362,51422ca1fdc9f04926008b58,more boring,4,0,4
51414f86fdc9f04926007af9,51422c62fdc9f04926008b1a,safer,0,4,4
513cecbdfdc9f035870023b5,513e5d82fdc9f0358700adfc,livelier,0,4,4
513ce75dfdc9f035870022a2,513d607cfdc9f03587003d15,safer,0,4,4
50f43464fdc9f065f00027f0,51422bcffdc9f04926008a90,safer,4,0,4
513d3453fdc9f03587002a0c,514218b9fdc9f04926008180,livelier,4,0,4
50f433d3fdc9f065f0002737,513cc290fdc9f035870015a8,wealthier,0,4,4
513d3642fdc9f03587002b7c,51414d29fdc9f049260074ff,more depressing,4,0,4
50f433d4fdc9f065f0002755,50f5eba3fdc9f065f00083b8,safer,3,1,4
50f4348efdc9f065f000296b,514134b3fdc9f04926004759,safer,4,0,4
50f43488fdc9f065f00028f5,50f55e9bfdc9f065f0004d92,safer,4,0,4
50f4347cfdc9f065f0002870,513e5ca4fdc9f0358700ab97,safer,4,0,4
51409b57fdc9f0492600106d,51414d89fdc9f049260075f9,safer,0,4,4
513cd9e2fdc9f03587001ff6,513e1ce8fdc9f03587009874,more depressing,4,0,4
513cd762fdc9f03587001f72,513d7902fdc9f0358700636b,more boring,0,4,4
513cd070fdc9f03587001dff,513e6b09fdc9f0358700bf9a,livelier,4,0,4
513d4ae8fdc9f03587002dfa,5140ce05fdc9f04926002fe6,safer,4,0,4
513cc8e8fdc9f03587001ba5,514226f1fdc9f049260085f6,wealthier,4,0,4
513ccb30fdc9f03587001cf5,5140b8cafdc9f04926001d0a,wealthier,4,0,4
513cc7d8fdc9f03587001aa4,514227d1fdc9f049260086ce,more beautiful,0,4,4
513cc840fdc9f03587001b07,513d69edfdc9f035870048d2,safer,4,0,4
513cc840fdc9f03587001b08,513e1a25fdc9f03587009123,livelier,4,0,4
50f563d0fdc9f065f0005ec4,5185cdc5fdc9f03fd5000d87,more beautiful,0,4,4
50f561befdc9f065f0005667,50f5ec1bfdc9f065f000875e,more depressing,4,0,4
50f562d4fdc9f065f0005a78,513e22a1fdc9f0358700a59b,safer,0,4,4
50f562e2fdc9f065f0005b33,51413b98fdc9f049260059c4,wealthier,0,4,4
513e1b19fdc9f0358700939d,513e6218fdc9f0358700b64a,livelier,0,4,4
513e1b6efdc9f03587009490,51409dadfdc9f04926001340,safer,4,0,4
50f562d9fdc9f065f0005ac5,5141471cfdc9f0492600699c,livelier,4,0,4
50f56268fdc9f065f0005a22,513d332efdc9f0358700293e,safer,4,0,4
50f56269fdc9f065f0005a4f,51409027fdc9f04926000231,safer,4,0,4
50f56268fdc9f065f0005a15,513ce07ffdc9f0358700215d,more depressing,4,0,4
513ccce8fdc9f03587001d5b,513d9f51fdc9f035870086df,livelier,4,0,4
513cccf2fdc9f03587001d5d,5140b6f5fdc9f0492600187e,safer,4,0,4
51409a70fdc9f04926000f4c,51413bd7fdc9f04926005a62,safer,4,0,4
513cccaefdc9f03587001d50,513d577afdc9f03587003188,safer,0,4,4
513cc940fdc9f03587001bf6,513ce13bfdc9f03587002185,wealthier,4,0,4
513cc978fdc9f03587001c2c,5141373dfdc9f04926004e4c,more depressing,0,4,4
513d5489fdc9f03587002f2a,513d7a95fdc9f035870068ac,safer,4,0,4
513d5590fdc9f03587002f53,5140d03afdc9f04926003205,more depressing,4,0,4
513d5665fdc9f03587002f9d,5140d68dfdc9f04926003681,safer,0,4,4
513d4f2dfdc9f03587002e84,513d7b32fdc9f03587006aa2,livelier,3,1,4
513d50d2fdc9f03587002eb8,513e6b0bfdc9f0358700bf9e,safer,0,4,4
513d510bfdc9f03587002ec1,513d7cd6fdc9f0358700701b,livelier,4,0,4
51409ab2fdc9f04926000f99,51422c7ffdc9f04926008b39,more beautiful,0,4,4
51409ab6fdc9f04926000f9c,51422debfdc9f04926008c90,safer,4,0,4
50f5640ffdc9f065f000607b,51409053fdc9f0492600028e,more boring,0,4,4
50f56121fdc9f065f0005448,513e1b8ffdc9f035870094e2,wealthier,0,4,4
50f5611ffdc9f065f000542f,50f5ed67fdc9f065f0008d07,livelier,4,0,4
513e1d65fdc9f035870099b7,5185d253fdc9f03fd50011c1,safer,0,4,4
513e1ce4fdc9f03587009869,514148e1fdc9f04926006d4c,livelier,0,4,4
513e1c87fdc9f03587009778,513f2be5fdc9f0358700d79b,safer,4,0,4
513e1cccfdc9f03587009821,514133c3fdc9f049260043fe,safer,0,4,4
50f5640efdc9f065f000606b,513d6d90fdc9f0358700518b,livelier,3,1,4
50f562e2fdc9f065f0005b22,50f5ed53fdc9f065f0008be7,more beautiful,0,4,4
50f562e2fdc9f065f0005b2c,51422d51fdc9f04926008c04,safer,0,4,4
513e1ce0fdc9f0358700985c,514134f0fdc9f04926004835,safer,0,4,4
50f561c5fdc9f065f00056dc,51409e95fdc9f04926001462,more beautiful,4,0,4
514093c3fdc9f049260007f4,5140d1bafdc9f04926003236,more depressing,3,1,4
513d4c90fdc9f03587002e32,513f1535fdc9f0358700cd5c,safer,3,1,4
50f43516fdc9f065f0002aec,513d5fe4fdc9f03587003c55,livelier,0,4,4
