left_sorted,right_sorted,left,right,equal,total,study_questions
50f447d9fdc9f065f0003b11,5140cab8fdc9f04926002916,5,0,0,5,['more depressing']
50f56269fdc9f065f0005a5f,51414608fdc9f049260066fe,5,0,0,5,['livelier']
50f5625ffdc9f065f000599d,51413c64fdc9f04926005b14,5,0,0,5,['safer']
50f61460beb2fed910000776,513f2b9ffdc9f0358700d725,2,2,1,5,['livelier']
50f56258fdc9f065f0005936,5185cf00fdc9f03fd5000eb7,5,0,0,5,['livelier']
50f56205fdc9f065f00058f2,513cba22fdc9f03587000d9d,5,0,0,5,['safer']
50f60e72beb2fed910000649,513d680efdc9f03587004234,1,4,0,5,['more depressing']
513d6b8ffdc9f03587004d52,5140d7c2fdc9f04926003896,5,0,0,5,['safer']
50f44811fdc9f065f0003d51,50f5eceefdc9f065f0008b00,1,4,0,5,['wealthier']
50f44811fdc9f065f0003d59,51408f5afdc9f0492600009e,0,4,1,5,['livelier']
50f60b88beb2fed91000000e,513d6c44fdc9f03587004f16,3,2,0,5,['livelier']
50f60b89beb2fed91000001c,51392504818ede1296001017,0,5,0,5,['more beautiful']
50f607cfbeb2fed6f800024c,51409d77fdc9f049260012ff,0,5,0,5,['livelier']
50f60122beb2fed6f80001ca,50f60b93beb2fed9100000c1,0,5,0,5,['safer']
50f6011fbeb2fed6f8000194,51413356fdc9f0492600427b,5,0,0,5,['more depressing']
50f562e2fdc9f065f0005b3f,513cb2b3fdc9f03587000699,0,5,0,5,['safer']
50f60b92beb2fed9100000a4,513d581ffdc9f035870032ad,4,0,1,5,['livelier']
513d799cfdc9f03587006566,5140db46fdc9f04926003eb4,4,0,1,5,['more depressing']
50f44853fdc9f065f0003e3b,513d9c28fdc9f03587007c41,0,5,0,5,['more depressing']
513d7a49fdc9f03587006797,513e1bc9fdc9f03587009574,5,0,0,5,['safer']
50f563b3fdc9f065f0005db3,513d9fc3fdc9f035870087fb,0,4,1,5,['safer']
50f56364fdc9f065f0005d4d,51414d5afdc9f0492600757f,5,0,0,5,['livelier']
50f607e4beb2fed6f80003d0,5140cf9afdc9f04926003162,0,5,0,5,['more beautiful']
50f5eeedfdc9f065f0009114,513e6fbffdc9f0358700c5f5,3,1,1,5,['livelier']
50f56361fdc9f065f0005cf9,50f5eac7fdc9f065f0007cc0,5,0,0,5,['livelier']
50f607d9beb2fed6f800030d,513d68cdfdc9f035870044d9,0,5,0,5,['safer']
513d6cc2fdc9f0358700503b,51422de5fdc9f04926008c8a,4,0,1,5,['safer']
513926b8818ede1296001089,513f2d6cfdc9f0358700da31,1,1,3,5,['more boring']
513926b8818ede1296001089,51414db1fdc9f0492600765f,2,2,1,5,['safer']
5139252c818ede1296001020,51414ff2fdc9f04926007c09,3,1,1,5,['safer']
50f6167cbeb2fed910000914,513da138fdc9f03587008ab5,5,0,0,5,['safer']
50f56203fdc9f065f0005893,51408c9ffdc9f0358700eb73,1,3,1,5,['livelier']
513926b8818ede1296001089,513d31f8fdc9f03587002855,2,2,1,5,['safer']
513cb318fdc9f035870006fd,514090bcfdc9f04926000370,5,0,0,5,['safer']
5140b7adfdc9f04926001a89,514226f1fdc9f049260085f5,5,0,0,5,['livelier']
50f42bbbfdc9f065f00016ea,50f5e901fdc9f065f0007627,2,2,1,5,['livelier']
50f562dafdc9f065f0005ace,50f5e87efdc9f065f0007338,5,0,0,5,['livelier']
50f42bb1fdc9f065f0001600,513e5f0afdc9f0358700b1aa,0,5,0,5,['wealthier']
5140cae3fdc9f0492600299d,51413466fdc9f04926004641,5,0,0,5,['safer']
513d6c17fdc9f03587004ea3,514144dffdc9f04926006555,0,4,1,5,['more boring']
513d78c5fdc9f0358700629c,51413914fdc9f04926005396,0,5,0,5,['safer']
513d78c8fdc9f035870062a3,513e5d42fdc9f0358700ad45,0,5,0,5,['more beautiful']
513e6caafdc9f0358700c1c4,5185d44ffdc9f03fd50013b4,5,0,0,5,['wealthier']
50f445a8fdc9f065f0003543,50f5e70afdc9f065f0006fea,5,0,0,5,['more beautiful']
513d7bb4fdc9f03587006c5d,513e1d02fdc9f035870098b8,4,1,0,5,['safer']
50f44866fdc9f065f0003fb6,50f5eee5fdc9f065f0009056,5,0,0,5,['more boring']
513d6849fdc9f03587004302,513d6a92fdc9f03587004acf,1,4,0,5,['livelier']
513d69cbfdc9f03587004861,513d9b35fdc9f0358700792f,0,4,1,5,['livelier']
50f44859fdc9f065f0003ec6,50f5ea61fdc9f065f0007b2a,2,2,1,5,['safer']
513d694efdc9f035870046a0,5140c9d0fdc9f0492600264d,2,1,2,5,['livelier']
50f42eaefdc9f065f0002329,50f563fefdc9f065f0005fca,2,3,0,5,['more beautiful']
50f42eaefdc9f065f0002304,50f5e55dfdc9f065f000675b,5,0,0,5,['more boring']
513e6d39fdc9f0358700c27b,5141340cfdc9f049260044fe,5,0,0,5,['more boring']
513e6d4cfdc9f0358700c299,51409b96fdc9f049260010be,2,3,0,5,['more boring']
513e6c6cfdc9f0358700c176,51408c2afdc9f0358700ea90,5,0,0,5,['more beautiful']
513e6f43fdc9f0358700c54e,51421addfdc9f049260083bb,3,1,1,5,['more boring']
513e6e1afdc9f0358700c3bc,513f2c9efdc9f0358700d8d5,5,0,0,5,['livelier']
50f42de0fdc9f065f000228e,513cbeaefdc9f035870011d9,3,0,2,5,['livelier']
50f561cbfdc9f065f000572d,513cec09fdc9f0358700238e,4,1,0,5,['safer']
513cb6c6fdc9f03587000a89,513e6d45fdc9f0358700c28d,1,3,1,5,['safer']
513cb974fdc9f03587000cfd,513e1beafdc9f035870095ce,0,5,0,5,['safer']
513e646bfdc9f0358700b81b,5140cc97fdc9f04926002e33,4,1,0,5,['more boring']
513e6556fdc9f0358700b959,514090e6fdc9f049260003c9,1,4,0,5,['more depressing']
513e6e88fdc9f0358700c44f,5140b80ffdc9f04926001b7c,0,5,0,5,['safer']
50f42eb2fdc9f065f000237b,50f5e8fffdc9f065f00075fa,0,5,0,5,['more boring']
50f42eaefdc9f065f0002328,513d9c42fdc9f03587007c98,5,0,0,5,['livelier']
513d799cfdc9f03587006567,513d9f41fdc9f035870086a6,5,0,0,5,['more boring']
513d6a47fdc9f03587004a01,513e1b1efdc9f035870093aa,5,0,0,5,['wealthier']
513d6beafdc9f03587004e33,513d6cc5fdc9f0358700503e,5,0,0,5,['livelier']
513d6a01fdc9f03587004910,51414e8bfdc9f04926007892,0,0,5,5,['safer']
51392cae818ede1296001227,513d9ee4fdc9f0358700856d,5,0,0,5,['livelier']
50f561f2fdc9f065f00057a2,513e22edfdc9f0358700a5fc,0,5,0,5,['wealthier']
513cb2eafdc9f035870006ce,5142276efdc9f0492600866a,0,4,1,5,['safer']
513cb7dafdc9f03587000b79,513d7e5efdc9f035870073bb,3,1,1,5,['more boring']
513d7ef0fdc9f035870074f0,51414ff6fdc9f04926007c13,2,0,3,5,['more depressing']
50f43babfdc9f065f00032de,513cde80fdc9f035870020f1,0,5,0,5,['more depressing']
513d7d3ffdc9f0358700715e,513e5f1ffdc9f0358700b1c9,0,5,0,5,['livelier']
50f43b8efdc9f065f00031db,513d2ffcfdc9f035870026c8,0,4,1,5,['wealthier']
50f43b8ffdc9f065f00031f8,5140d7b9fdc9f04926003880,4,0,1,5,['safer']
50f43baafdc9f065f00032ca,514133edfdc9f04926004494,5,0,0,5,['more beautiful']
513d9a8efdc9f03587007708,5140d9c4fdc9f04926003c96,0,4,1,5,['safer']
50f43ba4fdc9f065f0003266,513e1ae3fdc9f0358700930f,5,0,0,5,['safer']
50f43babfdc9f065f00032ea,50f561fafdc9f065f0005800,2,3,0,5,['more beautiful']
50f5eee7fdc9f065f0009097,513d9d1efdc9f03587007f7b,3,2,0,5,['livelier']
50f5eee7fdc9f065f0009092,50f60c48beb2fed91000020f,5,0,0,5,['safer']
50f5eeaffdc9f065f0008ff3,51414b96fdc9f0492600710b,0,5,0,5,['safer']
50f5eeadfdc9f065f0008fcc,513e1bcffdc9f0358700957f,5,0,0,5,['more beautiful']
50f5ee95fdc9f065f0008ec2,51413cf0fdc9f04926005c20,5,0,0,5,['livelier']
50f563d0fdc9f065f0005ec1,513e22c0fdc9f0358700a5c1,2,3,0,5,['more depressing']
50f60868beb2fed6f8000412,5140ca0afdc9f049260026f2,5,0,0,5,['more beautiful']
513cb5b9fdc9f0358700097e,514228b2fdc9f049260087a7,0,4,1,5,['safer']
50f42c09fdc9f065f000174b,513cc4a4fdc9f035870017ab,1,3,1,5,['safer']
50f5640afdc9f065f0005ff9,513d9ec3fdc9f035870084f3,4,0,1,5,['wealthier']
50f43b90fdc9f065f0003218,50f5e872fdc9f065f00072db,0,5,0,5,['safer']
513d7ce3fdc9f0358700703b,5140b86efdc9f04926001c48,0,5,0,5,['wealthier']
513d7ce8fdc9f0358700704d,51415193fdc9f04926007fbe,0,5,0,5,['wealthier']
513d7bfafdc9f03587006d3c,513e6d58fdc9f0358700c2a9,2,2,1,5,['more depressing']
50f44502fdc9f065f0003374,513e5df3fdc9f0358700af2d,0,5,0,5,['livelier']
513d6954fdc9f035870046b9,5185cc09fdc9f03fd5000bcc,1,4,0,5,['safer']
50f42c11fdc9f065f00017fd,513d9e94fdc9f0358700845f,5,0,0,5,['more boring']
513cb746fdc9f03587000afc,51413358fdc9f04926004287,4,0,1,5,['livelier']
513cb748fdc9f03587000afd,51414399fdc9f04926006407,0,5,0,5,['safer']
513cb7b6fdc9f03587000b5d,513f2eb0fdc9f0358700dc67,5,0,0,5,['safer']
513cb7c8fdc9f03587000b6a,513d353efdc9f03587002ab3,2,1,2,5,['safer']
51409ac2fdc9f04926000fab,5140ca55fdc9f049260027e4,0,5,0,5,['safer']
5140c90ffdc9f04926002414,514137fdfdc9f04926005105,0,5,0,5,['safer']
513e6a80fdc9f0358700bede,51413bc5fdc9f04926005a3a,4,0,1,5,['safer']
513e658efdc9f0358700b9a8,513f11d3fdc9f0358700c8b0,5,0,0,5,['safer']
513e6509fdc9f0358700b8f7,513f14a8fdc9f0358700cc9b,0,5,0,5,['wealthier']
50f56410fdc9f065f00060ab,514147f1fdc9f04926006b94,5,0,0,5,['safer']
5140d669fdc9f04926003657,5140d962fdc9f04926003bc6,5,0,0,5,['livelier']
50f42bb1fdc9f065f0001607,513d9dc9fdc9f035870081c0,0,5,0,5,['more boring']
50f5640efdc9f065f000606b,513d6d90fdc9f0358700518b,3,1,1,5,['livelier']
50f5640ffdc9f065f000607b,51409053fdc9f0492600028e,0,4,1,5,['more boring']
513cb588fdc9f03587000951,514147b6fdc9f04926006afd,5,0,0,5,['more depressing']
513cb5b7fdc9f0358700097b,513f2ddffdc9f0358700dafa,5,0,0,5,['wealthier']
513cbabcfdc9f03587000e25,513d79c4fdc9f035870065de,2,2,1,5,['livelier']
513cbaa6fdc9f03587000e11,514141a3fdc9f049260061ed,1,3,1,5,['safer']
513e6b63fdc9f0358700c00c,51414cf3fdc9f0492600746f,2,1,2,5,['livelier']
513e6a7ffdc9f0358700bedd,513e6ba9fdc9f0358700c06f,1,0,4,5,['more beautiful']
50f42eedfdc9f065f00023e4,513d7d13fdc9f035870070d5,2,0,3,5,['livelier']
50f42eedfdc9f065f00023e7,5140cfc2fdc9f0492600318a,3,1,1,5,['safer']
513f2a0afdc9f0358700d48a,514094f3fdc9f04926000918,0,5,0,5,['more depressing']
513f2947fdc9f0358700d330,5140cad6fdc9f04926002970,0,5,0,5,['livelier']
513f10d7fdc9f0358700c76a,51413ad1fdc9f049260057df,1,4,0,5,['livelier']
513f2979fdc9f0358700d390,514133abfdc9f049260043af,5,0,0,5,['livelier']
513f28bffdc9f0358700d24f,514137d8fdc9f04926005095,1,3,1,5,['safer']
513cbc50fdc9f03587000fa3,514219c7fdc9f04926008292,0,4,1,5,['safer']
513cbb58fdc9f03587000ec0,513d4a52fdc9f03587002de8,2,2,1,5,['safer']
50f5619afdc9f065f00055c0,513d60c8fdc9f03587003d79,0,5,0,5,['safer']
50f5640dfdc9f065f0006052,513d574ffdc9f03587003145,2,2,1,5,['livelier']
50f5ec40fdc9f065f00088b0,513d9e1afdc9f035870082ce,0,4,1,5,['safer']
50f563f9fdc9f065f0005f47,50f5ee93fdc9f065f0008e91,5,0,0,5,['more depressing']
50f563f9fdc9f065f0005f54,513d697bfdc9f0358700474a,0,5,0,5,['more beautiful']
50f563d3fdc9f065f0005ef2,513d2ce3fdc9f03587002475,0,5,0,5,['safer']
50f5ed69fdc9f065f0008d36,50f61674beb2fed9100008a7,1,4,0,5,['safer']
50f42c09fdc9f065f0001752,51408934fdc9f0358700e480,0,5,0,5,['more boring']
513d688efdc9f035870043f6,51413fc7fdc9f0492600600e,5,0,0,5,['safer']
50f5ed59fdc9f065f0008c73,513f2ccefdc9f0358700d924,5,0,0,5,['livelier']
50f5ed52fdc9f065f0008bc9,513cbf68fdc9f0358700128b,5,0,0,5,['livelier']
50f42eb3fdc9f065f00023be,50f5644afdc9f065f00061f5,5,0,0,5,['more depressing']
513d7ff5fdc9f03587007675,5140c9e3fdc9f04926002688,1,3,1,5,['wealthier']
50f448adfdc9f065f0004180,5140d9bbfdc9f04926003c81,0,5,0,5,['more beautiful']
513cbd2dfdc9f03587001068,5140c8e3fdc9f0492600238f,0,5,0,5,['livelier']
513cbe70fdc9f0358700119f,5141351dfdc9f049260048ce,0,5,0,5,['wealthier']
513cbda8fdc9f035870010e0,513e60e0fdc9f0358700b477,0,5,0,5,['safer']
513d9c16fdc9f03587007c0a,513e6cb5fdc9f0358700c1ce,3,1,1,5,['wealthier']
50f43b70fdc9f065f00030b9,513f2a8cfdc9f0358700d55e,0,5,0,5,['livelier']
50f43b6dfdc9f065f0003086,513cb8eafdc9f03587000c7f,5,0,0,5,['safer']
50f5ec1bfdc9f065f0008753,5141467bfdc9f04926006810,4,1,0,5,['wealthier']
50f56450fdc9f065f0006291,513d79b7fdc9f035870065b5,0,5,0,5,['more depressing']
50f5ebd5fdc9f065f0008631,5141511ffdc9f04926007ef1,0,4,1,5,['livelier']
50f5ecf4fdc9f065f0008b92,513f115cfdc9f0358700c813,0,5,0,5,['more depressing']
50f5ecf1fdc9f065f0008b50,513e641afdc9f0358700b7a6,1,3,1,5,['livelier']
513d68f7fdc9f0358700456e,513e62ddfdc9f0358700b768,0,5,0,5,['more depressing']
513d5f57fdc9f03587003ba2,513e6af0fdc9f0358700bf7a,3,0,2,5,['livelier']
513d5f04fdc9f03587003b3c,513e1ae9fdc9f03587009321,3,1,1,5,['more beautiful']
513d5e67fdc9f03587003a6b,513d603cfdc9f03587003cc0,5,0,0,5,['livelier']
50f43b75fdc9f065f0003127,51409877fdc9f04926000cb5,4,1,0,5,['safer']
513d9b54fdc9f035870079a2,513e64d4fdc9f0358700b8ad,4,1,0,5,['safer']
513d9b27fdc9f03587007901,51414851fdc9f04926006c7a,5,0,0,5,['more boring']
513d9b38fdc9f03587007939,5140b842fdc9f04926001bea,4,0,1,5,['safer']
5140cfedfdc9f049260031b6,5185c34dfdc9f03fd5000a67,0,5,0,5,['safer']
50f5612ffdc9f065f0005535,5185cef6fdc9f03fd5000eac,5,0,0,5,['safer']
50f5612dfdc9f065f00054e1,51415157fdc9f04926007f7c,0,5,0,5,['more boring']
50f56122fdc9f065f000545c,513f2d73fdc9f0358700da3d,2,3,0,5,['safer']
513d6823fdc9f03587004281,51409a34fdc9f04926000efa,0,5,0,5,['safer']
50f448a8fdc9f065f0004116,50f5eac6fdc9f065f0007cb1,0,5,0,5,['safer']
50f448aafdc9f065f0004145,513d7c8efdc9f03587006f2f,5,0,0,5,['wealthier']
513d61ebfdc9f03587003edf,513f148bfdc9f0358700cc71,5,0,0,5,['safer']
50f43aa8fdc9f065f0002ea6,50f5e87bfdc9f065f00072f0,0,5,0,5,['wealthier']
513d9dc6fdc9f035870081b9,513e6c5cfdc9f0358700c164,1,4,0,5,['wealthier']
50f43b70fdc9f065f00030cf,513d7e6afdc9f035870073d2,0,5,0,5,['wealthier']
513cc1f0fdc9f03587001507,51408c7efdc9f0358700eb35,0,5,0,5,['safer']
50f560edfdc9f065f00052fd,513da06afdc9f03587008987,2,1,2,5,['livelier']
513cc0f0fdc9f03587001418,513d79c1fdc9f035870065d1,5,0,0,5,['more boring']
513cc11afdc9f03587001447,513e6ad3fdc9f0358700bf57,5,0,0,5,['livelier']
513d5aaffdc9f03587003425,5140cce8fdc9f04926002ecd,5,0,0,5,['safer']
50f5ec3afdc9f065f000883e,513e1fe3fdc9f0358700a05d,0,5,0,5,['wealthier']
50f5ec36fdc9f065f00087f5,5140b70dfdc9f049260018c5,5,0,0,5,['safer']
50f5ec1dfdc9f065f0008780,50f60e70beb2fed91000062c,0,5,0,5,['safer']
50f43aaefdc9f065f0002f02,514134dbfdc9f049260047ed,1,3,1,5,['livelier']
513d9af9fdc9f03587007871,514227bffdc9f049260086bd,5,0,0,5,['safer']
50f43b70fdc9f065f00030c8,51414ffbfdc9f04926007c23,3,0,2,5,['safer']
513d9c7bfdc9f03587007d61,5140d510fdc9f0492600341d,5,0,0,5,['safer']
513d9c5bfdc9f03587007cea,5141350afdc9f04926004897,0,5,0,5,['more beautiful']
50f5611ffdc9f065f000542b,513d7907fdc9f03587006382,0,5,0,5,['livelier']
50f560fafdc9f065f00053a4,50f5eb44fdc9f065f0008158,0,5,0,5,['safer']
51409dabfdc9f0492600133d,51422af0fdc9f049260089bf,4,0,1,5,['safer']
513cc290fdc9f035870015a6,51408f5cfdc9f049260000a2,0,5,0,5,['livelier']
513cc158fdc9f0358700147d,513d681dfdc9f03587004267,2,3,0,5,['livelier']
50f5e51efdc9f065f0006680,513f2fa9fdc9f0358700ddfd,1,4,0,5,['safer']
50f5e520fdc9f065f00066a7,513d7eaefdc9f0358700745f,0,5,0,5,['wealthier']
50f5e520fdc9f065f00066af,513d9b88fdc9f03587007a3e,0,5,0,5,['more depressing']
513cbfcefdc9f035870012f7,51408c42fdc9f0358700eabe,0,5,0,5,['safer']
51409108fdc9f0492600040d,51413bbafdc9f04926005a1d,5,0,0,5,['safer']
5140b726fdc9f0492600190d,5140d69bfdc9f0492600368d,0,3,2,5,['more boring']
514093b9fdc9f049260007e9,5140ceb8fdc9f0492600308b,0,5,0,5,['livelier']
5140b71bfdc9f049260018f0,514133fffdc9f049260044d2,4,1,0,5,['safer']
50f42c12fdc9f065f0001811,50f448a6fdc9f065f00040eb,0,5,0,5,['livelier']
50f42c0efdc9f065f00017d3,513d6cfcfdc9f0358700509b,1,0,4,5,['safer']
5140b775fdc9f049260019e4,5141347afdc9f0492600468a,0,5,0,5,['more depressing']
50f42eedfdc9f065f00023e2,513d9b8cfdc9f03587007a4a,5,0,0,5,['more boring']
513e62b6fdc9f0358700b72d,51409e04fdc9f049260013ac,5,0,0,5,['safer']
50f42efbfdc9f065f000247c,50f5eb3dfdc9f065f00080db,5,0,0,5,['livelier']
50f5e566fdc9f065f0006847,5140c9cefdc9f04926002644,4,1,0,5,['safer']
50f5eb43fdc9f065f0008143,513e6d80fdc9f0358700c2dc,2,3,0,5,['safer']
50f5eb69fdc9f065f00082c5,513d7cdbfdc9f03587007027,0,5,0,5,['more beautiful']
50f5eba7fdc9f065f00083fd,513d9b09fdc9f035870078a7,3,2,0,5,['livelier']
513d9d7efdc9f035870080bc,513e1b9efdc9f03587009506,3,2,0,5,['safer']
513d9f29fdc9f03587008659,513e626cfdc9f0358700b6bd,5,0,0,5,['livelier']
50f5ebd3fdc9f065f0008604,513d5c36fdc9f03587003694,0,5,0,5,['livelier']
50f5ebd3fdc9f065f0008606,51409492fdc9f049260008b6,1,4,0,5,['more boring']
50f5ebd4fdc9f065f0008616,513e1f55fdc9f03587009ed7,0,2,3,5,['livelier']
50f5e528fdc9f065f0006706,51413a0dfdc9f049260055fa,5,0,0,5,['more depressing']
513e6420fdc9f0358700b7af,5185d2bdfdc9f03fd5001225,0,5,0,5,['more boring']
513e6426fdc9f0358700b7b9,51414634fdc9f0492600676a,0,5,0,5,['livelier']
513e6275fdc9f0358700b6cd,51409309fdc9f04926000732,4,0,1,5,['more boring']
513f28e4fdc9f0358700d289,5141346efdc9f04926004661,5,0,0,5,['safer']
50f42c73fdc9f065f0001cd5,50f5e690fdc9f065f0006d67,3,1,1,5,['safer']
513d9ddafdc9f035870081f9,5141500efdc9f04926007c4e,5,0,0,5,['safer']
50f439f0fdc9f065f0002d69,513e61c3fdc9f0358700b5ca,0,5,0,5,['wealthier']
50f43535fdc9f065f0002cd8,513d6a39fdc9f035870049ce,5,0,0,5,['safer']
50f43532fdc9f065f0002c9e,50f60866beb2fed6f80003e3,1,3,1,5,['livelier']
513d9d33fdc9f03587007fbe,5140b9cbfdc9f04926001f09,5,0,0,5,['livelier']
513d9d35fdc9f03587007fc3,51409e0ffdc9f049260013b9,5,0,0,5,['more boring']
513d5b1afdc9f0358700349d,5140cdd6fdc9f04926002fb2,4,0,1,5,['safer']
513f2d83fdc9f0358700da5c,514146ccfdc9f049260068d5,0,3,2,5,['wealthier']
513d5d0cfdc9f03587003813,513d6a36fdc9f035870049c2,2,1,2,5,['more beautiful']
513d5e20fdc9f035870039f8,513d7a4efdc9f035870067a9,0,5,0,5,['safer']
513d5e32fdc9f03587003a1a,513d9a79fdc9f035870076d8,0,5,0,5,['wealthier']
513d5de0fdc9f03587003986,513f2a64fdc9f0358700d525,4,1,0,5,['more boring']
513d5d56fdc9f03587003894,513f2cbffdc9f0358700d90d,0,5,0,5,['wealthier']
513d5c4afdc9f035870036b9,5185d249fdc9f03fd50011b5,0,5,0,5,['more boring']
50f42efffdc9f065f000256b,513cbab0fdc9f03587000e19,0,5,0,5,['more beautiful']
50f42efffdc9f065f000257b,5140c901fdc9f049260023ed,4,0,1,5,['livelier']
50f43527fdc9f065f0002bc8,50f5e647fdc9f065f0006c0c,0,5,0,5,['safer']
50f42efcfdc9f065f00024a2,50f5ed97fdc9f065f0008deb,5,0,0,5,['more boring']
513e5e4ffdc9f0358700b022,51422a16fdc9f049260088df,0,4,1,5,['safer']
513d57fefdc9f03587003271,5141409efdc9f049260060e1,0,5,0,5,['livelier']
513d4c48fdc9f03587002e28,5185ce05fdc9f03fd5000dc3,5,0,0,5,['safer']
50f46443fdc9f065f0004488,5141355dfdc9f049260049ab,5,0,0,5,['safer']
513d9e07fdc9f03587008292,51421ac7fdc9f049260083a6,3,0,2,5,['livelier']
50f4351bfdc9f065f0002b26,51408afdfdc9f0358700e83c,0,5,0,5,['safer']
50f4351afdc9f065f0002b0c,51409dc1fdc9f0492600135a,3,2,0,5,['safer']
513e1a2cfdc9f03587009135,514146a7fdc9f04926006877,1,2,2,5,['more depressing']
513e1a33fdc9f03587009144,51414408fdc9f04926006472,5,0,0,5,['safer']
513da087fdc9f035870089c3,513e6cdcfdc9f0358700c202,4,1,0,5,['safer']
513e1c82fdc9f0358700976a,51414d8afdc9f049260075fe,5,0,0,5,['safer']
513da054fdc9f03587008957,513f2c49fdc9f0358700d843,0,5,0,5,['safer']
513cc386fdc9f0358700169a,514133ecfdc9f0492600448f,0,5,0,5,['more depressing']
513cc388fdc9f0358700169b,5140b686fdc9f0492600174c,0,5,0,5,['safer']
513cc348fdc9f03587001659,51414d7ffdc9f049260075dd,4,0,1,5,['livelier']
513cc3a8fdc9f035870016bf,51414529fdc9f049260065a1,5,0,0,5,['livelier']
514133a3fdc9f04926004397,51414efffdc9f049260079a9,0,5,0,5,['more depressing']
5140dba8fdc9f04926003f1a,51413aaafdc9f0492600577e,0,5,0,5,['safer']
5140d9d8fdc9f04926003cc6,5140dba8fdc9f04926003f1a,0,5,0,5,['livelier']
50f42b82fdc9f065f000147d,50f42efcfdc9f065f00024c0,0,5,0,5,['safer']
513d9d69fdc9f03587008073,514145f9fdc9f049260066e1,5,0,0,5,['safer']
50f42c6efdc9f065f0001c4d,51414043fdc9f04926006093,4,0,1,5,['livelier']
513f1408fdc9f0358700cbb8,51413d71fdc9f04926005d38,0,5,0,5,['wealthier']
513f2ca7fdc9f0358700d8e3,5185cc65fdc9f03fd5000c22,4,1,0,5,['more beautiful']
513f2d83fdc9f0358700da5d,5140ce32fdc9f04926003013,5,0,0,5,['wealthier']
513cc50efdc9f03587001813,514142abfdc9f049260062ff,0,4,1,5,['livelier']
513cc39efdc9f035870016b2,513d9c35fdc9f03587007c71,0,5,0,5,['more boring']
513cc474fdc9f03587001781,5140d30ffdc9f04926003371,0,5,0,5,['safer']
50f5eb46fdc9f065f0008180,513cc796fdc9f03587001a6a,4,1,0,5,['wealthier']
50f5eb4cfdc9f065f00081e9,51413fc5fdc9f0492600600b,5,0,0,5,['livelier']
50f5eb4cfdc9f065f00081ea,513e5e65fdc9f0358700b065,1,3,1,5,['livelier']
5140ce62fdc9f0492600303d,5141452ffdc9f049260065aa,5,0,0,5,['livelier']
5140ccd6fdc9f04926002eb8,51414c5cfdc9f049260072fc,3,1,1,5,['more depressing']
513d51e2fdc9f03587002eda,5140d769fdc9f049260037e0,0,5,0,5,['livelier']
50f4644dfdc9f065f0004555,513d9cf1fdc9f03587007ef1,3,2,0,5,['safer']
513d4f42fdc9f03587002e88,5141392afdc9f049260053cc,5,0,0,5,['more depressing']
513e1e05fdc9f03587009b56,51413b91fdc9f049260059b8,5,0,0,5,['safer']
513e1bd2fdc9f0358700958a,51413982fdc9f049260054a6,4,1,0,5,['livelier']
513e1bd2fdc9f0358700958a,51414f10fdc9f049260079d5,3,0,2,5,['more boring']
513e1ba5fdc9f03587009517,51408ac5fdc9f0358700e7c0,5,0,0,5,['safer']
513e1d93fdc9f03587009a2f,51408ab0fdc9f0358700e792,1,4,0,5,['more boring']
513e1d09fdc9f035870098cc,5140b727fdc9f04926001910,0,5,0,5,['more beautiful']
513e1d29fdc9f0358700991c,513f1367fdc9f0358700cadc,0,5,0,5,['livelier']
50f42b88fdc9f065f00014fc,514137a9fdc9f04926004fe2,4,0,1,5,['more depressing']
50f42c1dfdc9f065f0001956,513d5f0afdc9f03587003b44,1,4,0,5,['livelier']
513d3426fdc9f035870029ec,5140b6cffdc9f0492600181d,0,5,0,5,['safer']
513d33d8fdc9f035870029b4,513e1ae7fdc9f0358700931b,5,0,0,5,['safer']
513e1c87fdc9f03587009778,513f2be5fdc9f0358700d79b,4,0,1,5,['safer']
513e1ca0fdc9f035870097b6,51414e9cfdc9f049260078bc,0,5,0,5,['more beautiful']
50f4349bfdc9f065f0002a4f,513e5d52fdc9f0358700ad74,1,3,1,5,['more beautiful']
50f43498fdc9f065f0002a19,5140b66bfdc9f049260016f3,0,0,5,5,['more beautiful']
513e1e43fdc9f03587009bfb,5140c9befdc9f04926002615,4,1,0,5,['safer']
513d5739fdc9f03587003119,513e23abfdc9f0358700a6d3,1,4,0,5,['livelier']
513d571dfdc9f035870030e5,513e1e96fdc9f03587009cdd,5,0,0,5,['safer']
50f46442fdc9f065f0004478,51422c98fdc9f04926008b4c,5,0,0,5,['more depressing']
513d56c9fdc9f03587003045,513e61e0fdc9f0358700b5f5,3,1,1,5,['livelier']
51408a7afdc9f0358700e728,5140b829fdc9f04926001bb2,0,5,0,5,['safer']
51408995fdc9f0358700e543,51422c3dfdc9f04926008af6,4,0,1,5,['livelier']
50f42c45fdc9f065f00019cf,513d2eccfdc9f035870025e2,5,0,0,5,['wealthier']
5140983cfdc9f04926000c66,5141444dfdc9f049260064b6,0,5,0,5,['more beautiful']
50f5eb67fdc9f065f00082a0,513cb999fdc9f03587000d21,4,1,0,5,['safer']
50f5eb63fdc9f065f0008255,513e1a3bfdc9f0358700915c,0,5,0,5,['safer']
50f5eb64fdc9f065f0008264,513e6198fdc9f0358700b586,4,1,0,5,['safer']
50f5eb60fdc9f065f0008208,514140f6fdc9f0492600613a,0,0,5,5,['more boring']
513e1c3ffdc9f035870096b7,514135b3fdc9f04926004adf,1,4,0,5,['safer']
